3000	1000	99999999999				
0	23.589023	22.653711	0		
1	51.103544	48.972687	92		
2	55.610539	37.803385	3		
3	67.038239	28.079920	18		
4	66.072058	38.852309	25		
5	77.853398	43.488861	13		
6	56.653000	25.993446	34		
7	53.269200	39.757841	61		
8	77.494165	53.761857	97		
9	79.135500	31.534332	22		
10	77.219587	28.228967	89		
11	56.986194	29.758609	57		
12	57.547980	37.262429	35		
13	51.788863	32.636728	80		
14	45.849442	40.626924	94		
15	55.238032	33.835932	36
16	68.874857	42.297040	59
17	53.125868	38.827066	36
18	48.950281	37.584499	96
19	45.657823	47.648759	79
20	79.842213	40.457618	20
21	58.346344	43.138697	75
22	36.875915	45.026156	82
23	56.372669	28.544870	25
24	40.538164	35.647131	94
25	54.564541	33.468459	16
26	62.534121	47.948575	9
27	53.687078	39.831018	2
28	26.946123	39.357510	42
29	63.423279	50.303921	72
30	70.965734	11.348257	51
31	62.864362	71.162973	38
32	65.196667	35.035759	89
33	62.886425	44.889958	67
34	48.758403	39.259090	41
35	47.814303	38.240011	78
36	64.173521	61.566382	79
37	46.032016	31.256536	83
38	57.145253	33.859853	2
39	66.928158	70.311889	97
40	50.879244	32.229080	34
41	56.629441	40.661342	53
42	68.808460	66.427482	21
43	52.501411	48.604641	45
44	52.187885	47.860664	73
45	19.197270	63.086581	67
46	52.213832	44.455845	72
47	55.954899	53.562520	19
48	59.967858	36.324240	87
49	46.965206	37.190370	69
50	51.616737	43.594602	69
51	65.381259	44.305221	48
52	29.696833	41.490049	68
53	56.906276	42.242380	48
54	54.786180	48.932325	12
55	58.180882	43.432817	53
56	51.173356	35.425830	34
57	59.784611	40.413081	10
58	76.185674	54.754886	33
59	60.544147	41.921568	48
60	49.144541	43.196769	23
61	71.174595	63.505389	74
62	56.597141	40.225621	23
63	52.984517	33.152023	73
64	61.144879	38.195693	3
65	54.905721	39.874923	43
66	44.992420	46.135472	59
67	72.199571	42.241202	56
68	63.366676	41.960838	47
69	63.035936	41.512353	13
70	71.066463	8.561744	9
71	53.215583	44.796264	82
72	54.996378	37.494433	67
73	37.181430	46.513704	78
74	63.434989	54.345896	1
75	57.355260	44.429426	22
76	59.142637	45.344302	34
77	56.876147	40.223805	54
78	84.229646	3.434686	12
79	62.830485	53.704695	21
80	53.104978	49.144110	95
81	58.376607	42.902297	55
82	48.141187	35.277834	72
83	47.559580	36.618847	73
84	51.670528	46.110207	85
85	29.628131	41.473747	29
86	54.197355	31.738752	8
87	55.131539	42.974562	28
88	58.955214	53.155605	63
89	54.681170	41.101712	90
90	65.670100	40.606622	94
91	54.780666	51.951859	12
92	50.017640	37.995354	38
93	49.636902	37.713864	55
94	59.374907	39.829737	88
95	56.693353	26.341852	50
96	77.995445	2.068566	95
97	28.766923	40.097145	59
98	49.831879	41.204321	37
99	48.903455	42.668527	42
100	51.053365	30.750195	41
101	66.523064	20.493539	85
102	82.172554	23.436714	60
103	80.515906	27.992547	97
104	51.520001	75.913889	42
105	53.926572	33.308535	43
106	66.624938	51.358226	75
107	70.700341	38.999711	20
108	55.694588	36.560889	72
109	78.396255	32.015847	31
110	64.169867	48.366444	66
111	52.963607	36.712588	4
112	68.986372	16.544608	69
113	64.181260	45.665455	56
114	55.616873	45.268511	44
115	76.842002	42.269690	53
116	53.838241	36.273568	67
117	57.332528	32.884343	5
118	79.149583	32.289334	92
119	75.079640	45.770919	91
120	57.078359	37.457278	88
121	72.324409	25.761689	52
122	55.892075	31.014396	97
123	42.979411	44.221252	91
124	60.846844	47.538210	36
125	76.879935	44.280443	79
126	78.542679	55.645328	97
127	78.661173	56.157823	65
128	59.646632	49.584302	51
129	34.829642	46.106181	99
130	68.242720	71.131889	12
131	36.365442	45.509819	97
132	65.478774	18.950277	67
133	77.206933	35.137875	54
134	54.180623	31.635784	9
135	55.229929	28.698214	82
136	55.862636	31.074397	13
137	47.037343	40.742785	34
138	56.326941	48.925527	81
139	64.525767	41.460732	75
140	81.739448	19.628816	10
141	60.375150	38.152551	71
142	71.026534	9.678999	61
143	40.430181	47.731006	50
144	58.819648	45.367832	75
145	55.069802	42.790060	6
146	61.264189	65.841389	97
147	77.267335	54.957860	76
148	38.931100	50.807047	13
149	54.945159	48.556140	54
150	52.969589	36.977086	46
151	73.047213	3.888932	47
152	59.033042	45.966053	71
153	31.923162	41.989155	86
154	52.147319	43.002728	90
155	52.650574	41.509162	48
156	41.466262	51.344084	100
157	80.069408	9.359639	93
158	45.830555	37.428921	8
159	56.092427	41.858312	27
160	42.936241	46.931674	11
161	67.019200	20.212785	10
162	62.403671	48.722083	3
163	78.642725	32.359843	18
164	57.773886	47.571451	99
165	35.339385	46.019769	42
166	36.632448	44.573752	39
167	54.924208	32.924446	60
168	55.346726	30.282986	92
169	56.401600	24.161857	17
170	56.364027	37.865828	55
171	78.473608	27.363515	25
172	50.793538	38.249837	90
173	50.601012	36.583411	90
174	70.955107	34.045011	12
175	53.607954	32.034493	85
176	60.091544	19.826166	39
177	58.848282	40.128145	8
178	80.241095	23.899837	64
179	36.582817	48.571590	89
180	52.394815	41.569919	22
181	42.590346	43.090109	30
182	49.884794	36.810370	45
183	47.138584	34.435376	70
184	68.227575	37.816877	57
185	78.949976	54.674820	68
186	56.899607	38.006286	12
187	56.617258	38.617301	19
188	53.790651	37.320524	28
189	56.647458	51.875901	20
190	31.673511	47.001138	3
191	42.563678	47.357008	71
192	51.852893	40.553784	26
193	79.724861	24.861926	12
194	67.575157	50.772652	2
195	80.029794	38.247817	33
196	77.528273	40.417679	19
197	75.335941	49.874412	22
198	64.747903	54.587190	5
199	48.725267	38.088424	83
200	58.038949	34.846318	85
201	49.600956	34.187294	20
202	56.462987	42.114913	53
203	67.521814	72.050389	85
204	67.553739	49.261812	13
205	54.482375	48.640237	2
206	58.168393	35.907815	41
207	55.264805	43.174059	49
208	69.425876	71.136389	34
209	69.918493	39.423775	27
210	68.300439	71.753889	53
211	59.736791	20.571721	16
212	60.463972	45.279739	14
213	51.242838	40.996291	85
214	70.534219	39.852233	43
215	56.669225	41.117356	8
216	57.275286	27.205305	7
217	54.597783	72.363389	73
218	82.833971	8.290988	54
219	58.202408	74.047389	83
220	70.210576	9.513267	51
221	53.682096	47.831058	96
222	75.727840	16.504425	63
223	57.074312	30.898848	54
224	69.667867	42.695026	27
225	54.414455	31.054246	46
226	54.061928	33.024978	5
227	51.877699	42.002262	38
228	55.896349	28.880889	43
229	67.349220	71.835889	18
230	26.250630	38.460761	92
231	24.817625	36.408301	77
232	52.063726	48.447659	79
233	60.614189	74.187389	64
234	57.030931	42.765390	7
235	51.883650	48.754161	85
236	60.804448	47.097714	45
237	79.384844	38.199831	67
238	43.756134	44.029020	57
239	84.281047	13.255232	49
240	52.675754	49.183125	64
241	60.477612	21.259606	68
242	65.627627	52.408249	4
243	49.427544	38.581359	52
244	56.178942	24.119165	3
245	78.404597	25.974455	71
246	42.537563	43.467732	11
247	53.386314	75.721389	10
248	50.368329	43.007296	24
249	39.757580	48.363869	45
250	82.333727	7.304994	81
251	74.467384	11.756967	24
252	56.479426	40.990367	73
253	50.587325	41.171804	46
254	57.375010	27.558828	5
255	31.504051	46.795819	87
256	49.787896	39.665840	9
257	62.114494	43.834489	63
258	58.564899	34.443295	33
259	20.135939	38.975688	11
260	60.810339	40.265995	84
261	52.828321	47.209652	97
262	75.560966	56.175897	77
263	56.000898	48.145582	95
264	53.556452	50.008141	83
265	65.997830	21.411050	96
266	78.355484	33.383851	20
267	49.305961	33.152818	25
268	55.716712	37.531379	59
269	56.846226	33.671865	24
270	67.030733	51.242193	21
271	51.419868	47.498696	16
272	76.387028	17.727917	44
273	65.641454	37.389058	34
274	79.343865	53.905812	62
275	63.419716	48.128695	22
276	82.120690	23.162992	52
