3000	1000	99999999999			
0	23.589023	22.653711	0		
1	14.051300	31.502237	92		
2	15.653837	36.756863	3		
3	15.893509	31.834689	18		
4	8.150757	31.320041	25		
5	20.718297	21.902055	13		
6	20.722395	24.107038	34		
7	21.504313	8.777147	61		
8	15.234348	32.435708	97		
9	16.999995	30.915159	22		
10	19.196282	33.356104	89		
11	21.789290	24.706806	57		
12	12.919515	6.470849	35		
13	23.429584	30.139490	80		
14	13.748598	11.800862	94		
15	19.081526	27.180600	36
16	21.113797	21.893046	59
17	23.373449	16.784525	36
18	24.706348	18.674829	96
19	19.875611	30.202083	79
20	17.120451	29.942154	20
21	17.169693	4.570918	75
22	17.859432	33.158646	82
23	21.178476	26.652047	25
24	25.833430	28.004429	94
25	20.318000	25.024567	16
26	10.347045	32.188810	9
27	12.323924	5.975911	2
28	20.079077	30.508578	42
29	12.521611	32.215669	72
30	20.898484	28.122555	51
31	22.154648	18.104376	38
32	15.862404	30.853688	89
33	5.489572	33.429123	67
34	14.669411	11.989571	41
35	13.462327	11.468728	78
36	23.059321	20.267498	79
37	19.495610	28.242591	83
38	21.150776	26.760782	2
39	22.383828	17.747013	97
40	23.731710	30.113483	34
41	15.950572	4.955148	53
42	25.496341	20.953939	21
43	13.892014	31.282741	45
44	21.964841	26.517472	73
45	20.424631	28.934068	67
46	22.975818	9.121078	72
47	15.159723	30.212706	19
48	20.185817	24.765301	87
49	24.233701	28.617471	69
50	16.330225	12.358089	69
51	11.188046	32.153095	48
52	21.050775	29.422552	68
53	17.206719	7.065237	48
54	18.445360	32.091122	12
55	17.146770	4.298248	53
56	12.072505	9.752050	34
57	22.905090	24.160734	10
58	15.802507	31.930192	33
59	12.692571	6.697394	48
60	15.729309	12.040529	23
61	25.356046	22.033943	74
62	12.558861	5.934102	23
63	21.084529	25.084548	73
64	22.723779	24.724066	3
65	23.873766	12.025660	43
66	19.866200	30.253583	59
67	19.711019	21.792580	56
68	5.022739	37.663701	47
69	8.468293	33.915055	13
70	22.395554	23.989219	9
71	11.086860	10.766893	82
72	16.579331	37.585557	67
73	19.851032	33.501587	78
74	10.280279	32.956230	1
75	17.492746	4.764931	22
76	12.316240	6.588320	34
77	13.106313	6.301531	54
78	21.130737	26.023230	12
79	10.118155	32.875267	21
80	13.788343	30.679742	95
81	17.418140	4.597920	55
82	18.858539	28.259607	72
83	26.573655	27.672412	73
84	17.639690	28.716139	85
85	19.973525	29.292080	29
86	21.257974	24.814044	8
87	15.680313	3.122617	28
88	14.849415	31.925217	63
89	17.050348	4.324968	90
90	8.479783	30.935282	94
91	16.454064	29.306015	12
92	27.449668	18.044466	38
93	24.492014	18.424581	55
94	15.912282	37.500319	88
95	21.058548	25.841049	50
96	22.037738	27.930526	95
97	21.067492	29.600552	59
98	17.025098	13.211762	37
99	14.872672	12.102542	42
100	20.874991	26.225673	41
101	16.679085	29.738437	85
